name	category	category_code	lat	lon	address
Vivero Santa Lucia	Garden Center	17101	20.801174	-103.491601	Jalisco
Bicicletas y Refacciones CASTRO	Bicycle Store	17119	20.802025	-103.49515	Juan Manuel Ruvalcaba 170A (Por La Curva), Jalisco
Pescaderia el Dorado	Retail	17000	20.802234	-103.490848	Manuel M Dieguez 79, 49000 Ciudad Guzmán, Jalisco
"Papeleria ""La Grande"""	Office Supply Store	17102	20.804341	-103.49304	Jalisco
Farmacias de Similares	Drugstore	17035	20.798975	-103.495285	Prolongacion Rio Blanco 10, 45187 Zapopan, Jalisco
Thorlo Performance	Sporting Goods Retail	17117	20.802546	-103.49166	Manuel M. Dieguez 360 (Paulino Navarro), 45180 Zapopan, Jalisco
Gutierrez Ulloa Maria Angela	Grocery Store	17069	20.803589	-103.491557	Corregidora 136, 45200 Zapopan, Jalisco
Coppel	Department Store	17033	20.608858	-103.480187	Calle Paseo de la Arboleda 2500, 45237 Zapopan, Jalisco
Perez Padilla Isaac Dr	Drugstore	17035	20.609727	-103.478909	Cll 2732 s/n, 45160 Guadalajara, Jalisco
Mendoza Raymundo Margarita	Toy Store	17135	20.611192	-103.480021	Pse Carnero 4691, 45238 Zapopan, Jalisco
Oxxo	Grocery Store	17069	20.624607	-103.47879	Prolongación Mariano Otero, Zapopan, Jalisco
Bike Garage	Bicycle Store	17119	20.627516	-103.481701	Colegio Militar (Plaza Foret), 45066 Zapopan, Jalisco
"Abarrotes, hielo y cerveza ""Bebeto"""	Convenience Store	17029	20.627577	-103.480806	Zapopan, Jalisco
Carnicería la Granja	Butcher	17059	20.627575	-103.480772	Colegio Militar 132, 45066 Zapopan, Jalisco
Pescaderia Emilio	Fish Market	17066	20.626705	-103.47982	45066 Zapopan, Jalisco
Ferremateriales Velarde	Hardware Store	17090	20.626738	-103.479458	Avenida Colegio Militar 4304, 45066 Zapopan, Jalisco
Abarrotes Ángulo	Convenience Store	17029	20.626757	-103.479262	Colegio Militar 9A, Zapopan, Jalisco
Farmacia SISfarma	Health and Medicine	15000	20.627951	-103.479727	Colegio Militar 3304, Zapopan, Jalisco
Farmacia Juan Pablo II	Drugstore	17035	20.626279	-103.478985	Colegio Militar 6 (Paseo del Bosque), 45066 , Jalisco
Minisuper la Esquina	Convenience Store	17029	20.626586	-103.47889	Avenida Paseo del bosque (Av. Colegio Militar), 45066 Zapopan, Jalisco
Oxxo	Grocery Store	17069	20.626466	-103.478635	Avenida Heroico Colegio Militar 3898 (Paseo del Bosque), 45066 Zapopan, Jalisco
Carnceria Beef City	Butcher	17059	20.626138	-103.477923	45066 Zapopan, Jalisco
Papeleria RYA	Stationery Store	17131	20.627796	-103.478252	Paseo del Bosque 1175 (Colegio Militar), 45066 Zapopan, Jalisco
Club de Golf Rancho Contento	Video Games Store	17027	20.713486	-103.480546	Zapopan Jalisco, Zapopan, Jalisco
Fresenius Kabi Mexico	Drugstore	17035	20.714066	-103.481202	Paseo del Norte 5300A (Km. 12.5 Carretera Nogales), 44440 Guadalajara, Jalisco
Lago del Rey	Lounge	13016	20.738494	-103.483782	Avenida Ramon Corona, Zapopan, Jalisco
Viveros Corona	Garden Center	17101	20.738259	-103.484791	
Wolfsburg de Occidente	Car Dealership	17006	20.790751	-103.481603	Avenida López Mateos Sur 5706 (Galileo Galilei), 45070 Guadalajara, Jalisco
Tiendas de Autoservicio	Convenience Store	17029	20.793869	-103.48542	45200 Tesistán, Jalisco
Cloe	Retail	17000	20.786153	-103.4781	Zapopan, Jalisco
Perez Gallegos Jose Manuel	Pawn Shop	17108	20.784888	-103.477641	Tesistan 850, 45140 Zapopan, Jalisco
Cremeria Jalisco	Cheese Store	17061	20.795979	-103.477388	Zapopan, Jalisco
Farmacias Guadalajara	Drugstore	17035	20.800175	-103.48625	Jalisco
Farmacias Benavides	Drugstore	17035	20.7993	-103.48199	Hidalgo 247, 45200 Guadalajara, Jalisco
Mercado de Tesistán	Flea Market	17054	20.798601	-103.47687	Eje Norte 8C, Zapopan, Jalisco
Farmacias Guadalajara	Drugstore	17035	20.795789	-103.477375	Jalisco
Cacahuates Don Juan	Convenience Store	17029	20.797852	-103.480995	Tesistán, Jalisco
Orozco Cardona Martin	Food and Beverage Retail	17057	20.799407	-103.481391	Hidalgo 224, 45200 Zapopan, Jalisco
Bodega Aurrera	Department Store	17033	20.802896	-103.481375	Lucio Blanco, 45200 Tesistan, Jalisco
Su Super	Convenience Store	17029	20.79566	-103.480694	Valle de Tesistan 171, 45200 Tesistán, Jalisco
Laboratorio Pasteur	Drugstore	17035	20.799442	-103.48029	72980 Amozoc, Jalisco
Samcor	Drugstore	17035	20.799431	-103.480161	Jalisco
Victoria Boutique y Novedades	Boutique	17020	20.799139	-103.479256	Avenida Hidalgo 121A (Puebla), 45100 Tesistán, Jalisco
Caosa Tesistan	Hardware Store	17090	20.795589	-103.479049	Jalisco
Taller Mecanico	Automotive Repair Shop	11010	20.796989	-103.478586	Calle La Mancha 343, Zapopan, Jalisco
Chucherias	Discount Store	17034	20.799224	-103.478495	Hidalgo 68A, 45200 Tesistan, Jalisco
Veterinaria Vet Care	Pet Service	11133	20.800898	-103.479238	Melchor Ocampo 144 (Placeres y Pino Suárez), 45200 Guadalajara, Jalisco
Bicicletas Vega	Bicycle Store	17119	20.796099	-103.477571	Ramon corona 170 (Valle de tesistan), 45200 Zapopan, Jalisco
Coppel Tesistan	Clothing Store	17043	20.799095	-103.47767	Tesistán, Jalisco
Dulceria Tesistán II	Department Store	17033	20.803096	-103.48168	Lucio Blanco 457, 45200 Zapopan, Jalisco
Telas del Centro	Textiles Store	17038	20.795778	-103.47766	Tesistán, Jalisco
Oxxo	Grocery Store	17069	20.798968	-103.477528	Jalisco
Abarrotes y Legumbres Don Chente	Grocery Store	17069	20.798704	-103.477703	94347 Tesistán, Jalisco
Telas del Centro	Textiles Store	17038	20.795685	-103.47764	
Amore Boutique	Boutique	17020	20.799319	-103.477512	Jalisco
Carniceria Mi Preferida	Butcher	17059	20.798493	-103.47727	5 De Mayo, 45200 Zapopan, Jalisco
Mini super la Piedra China	Convenience Store	17029	20.797638	-103.477095	Jalisco 96 (Huerto), 45200 Zapopan, Jalisco
Abarrotes Mi Lupita	Convenience Store	17029	20.795851	-103.477531	Jalisco
Modelorama Ojo de Agua	Convenience Store	17029	20.79577	-103.477409	Jalisco
Moda BMS	Clothing Store	17043	20.798314	-103.477222	Jalisco 51, Tesistan, Jalisco
Zapatería Vilsady	Shoe Store	17048	20.796923	-103.477066	Calle Jalisco (Av. Retiro), 45100 Tesistán, Jalisco
Muebles América Tesistan	Electronics Store	17025	20.795107	-103.47758	Jalisco 220, Tesistan, Jalisco
Carniceria Tesistan	Butcher	17059	20.796116	-103.476921	Jalisco
First Cash Tesistan	Pawn Shop	17108	20.795207	-103.477379	
Rac´	Retail	17000	20.794588	-103.477526	87000 , Tamaulipas
Bazar D'ianelly	Clothing Store	17043	20.799854	-103.4772	45100 Tesistán, Jalisco
Cerrajeria Mister Key	Hardware Store	17090	20.796401	-103.476761	Jalisco
Mc Solutions Plaza Tesistan	Mobile Phone Store	17026	20.794717	-103.477383	Jalisco
Bicimania	Bicycle Store	17119	20.79917	-103.47675	San Francisco 8, 45100 Tesistán, Jalisco
Tlapaleria la Union	Hardware Store	17090	20.794021	-103.477452	Jalisco
Zavala del Real Magdalena	Flower Store	17056	20.799439	-103.481802	Hidalgo 244, 45190 Zapopan, Jalisco
Teran Iturrios Maria Isabel	Retail	17000	20.799407	-103.481391	Hidalgo 224, 45100 Zapopan, Jalisco
Famsa - Zapopan	Furniture and Home Store	17082	20.798523	-103.477202	Ramon Corona 12, 45100 Zapopan, Jalisco
Perez Barrera Ofelia	Gift Store	17089	20.798898	-103.476646	Reforma 35, 45220 Zapopan, Jalisco
Minisuper Alebrijes	Convenience Store	17029	20.620025	-103.474099	Vista a la Campiña 585 Local 5, Tlaquepaque, Jalisco
Oxxo	Grocery Store	17069	20.622075	-103.479204	
Oxxo	Grocery Store	17069	20.624188	-103.469579	45100 Guadalajara, Jalisco
Ferreteria y Materiales el Fortin	Hardware Store	17090	20.625123	-103.474979	45100 Zapopan, Jalisco
GUESS outlet	Shopping Mall	17114	20.625822	-103.47469	Zapopan, Jalisco
Gdl Events. Jalisco Mex	Bridal Store	17041	20.625664	-103.477037	Colegio Militar 3695A, 45066 Zapopan, Jalisco
Ferremateriales Magaña	Hardware Store	17090	20.625818	-103.476967	Colegio Militar 3697, 45066 Zapopan, Jalisco
Polleria el Fortin	Butcher	17059	20.624779	-103.473467	45066 Zapopan, Jalisco
Abarrotes Mames	Convenience Store	17029	20.624426	-103.473467	Zapopan, Jalisco
Tortilleria el Fortin	Gourmet Store	17068	20.624744	-103.472991	45100 Guadalajara, Jalisco
Mini Súper Susy	Miscellaneous Store	17096	20.62847	-103.477926	Avenida Paseo del Bosque (Colegio Militar), 45066 Zapopan, Jalisco
k-2 Agua Purificada de Altura	Food and Beverage Retail	17057	20.627748	-103.469964	Guardia Nacional 3187 (Fco. Jimenéz y Gral. Nicoás bravo), 45066 Zapopan, Jalisco
Extra	Convenience Store	17029	20.625856	-103.469909	Zapopan, Jalisco
Gallitos Gdl	Clothing Store	17043	20.63107	-103.472614	Avenida Enrique Ladron de Guevara 1282A (Horacio Gaytan), 45070 Zapopan, Jalisco
Carnes Supremas & Gourmet GOSALO	Butcher	17059	20.624077	-103.469345	45100 Zapopan, Jalisco
Casa Monte Alban	Retail	17000	20.626981	-103.471725	45050 Zapopan, Jalisco
Icono Tony Jr	Convenience Store	17029	20.636772	-103.472766	Zapopan, Jalisco
Castelar Barbosa Carlos	Arts and Crafts Store	17003	20.638405	-103.475425	Cll Flor de Lirio 4521, 45065 Guadalajara, Jalisco
Herreria la Puerta	Retail	17000	20.63926	-103.471483	Peñasco 103, 45066 Zapopan, Jalisco
Se Alizacion Digital	Print Store	17112	20.637316	-103.469315	Avenida Pinos 352, 45040 Guadalajara, Jalisco
Summer House Eventos	Flower Store	17056	20.635665	-103.471644	Guadalajara, Jalisco
Farmacias Guadalajara	Drugstore	17035	20.642987	-103.473771	Pse Familia 31, 44008 Guadalajara, Jalisco
Vargas Velis Saul	Meat and Seafood Store	17077	20.643758	-103.472918	532 s/n. Chapala Haciendas.., 45907 Chapala, Jalisco
Bodega de Abarrotes el Trebol	Grocery Store	17069	20.641199	-103.46976	Lázaro Cárdenas del Río 2755 (Carlos Rivera Aceves), 45065 Zapopan, Jalisco
Comercializadora Glez Mendoza	Retail	17000	20.64378	-103.472939	Chapala, Jalisco
Anaya Sanchez Antonio	Grocery Store	17069	20.642934	-103.473129	Guadalajara 6, 45203 Zapopan, Jalisco
Enertec Mexico Srl de CV	Computers and Electronics Retail	17023	20.641676	-103.474121	Jalisco
Pollos Asados y al Carbon Rosita	Dining and Drinking	13000	20.641413	-103.472955	Lazaro Cardenas 228, 45065 Zapopan, Jalisco
Muebles Dico	Furniture and Home Store	17082	20.665148	-103.472789	Guadalajara, Jalisco
Signos	Education	12009	20.691533	-103.473511	66400 , Nuevo León
Martí Zona internacional	Sporting Goods Retail	17117	20.690491	-103.469336	
Barberini	Event Service	11038	20.698456	-103.472891	Camino Arenero 1350, 45019 Zapopan, Jalisco
The Hot Store Diecast	Toy Store	17135	20.699944	-103.472226	Camino Arenero, Jalisco
Leap	Warehouse or Wholesale Store	17139	20.70128	-103.473243	Camino arenero 367 (Concordia), Zapopan, Jalisco
Mega Outlet	Clothing Store	17043	20.7018	-103.47032	Calle 19 -45, Concordia
Reacsa	Car Parts and Accessories	17011	20.7113	-103.476095	Carretera a Nogales 5777A, 45019 Zapopan, Jalisco
Instone Marmol	Architecture Firm	11003	20.708592	-103.469753	Avenida Vallarta 9997H, 45222 Zapopan, Jalisco
Sports canchas	Playground	16037	20.707314	-103.469358	Jalisco
Maderera Santa Fe	Industrial Equipment Supplier	11105	20.713246	-103.476142	Carretera a Nogales 1240, 45019 Guadalajara, Jalisco
Solana Hino Camiones	Used Car Dealership	17010	20.713246	-103.476142	Carretera a Nogales 2187, 45019 Zapopan, Jalisco
Quimica Rimsa	Retail	17000	20.713337	-103.476153	Carretera a Nogales Km 19, 45220 Zapopan, Jalisco
Kenworth de Jalisco	Automotive Service	11009	20.713337	-103.476153	Crr a Nogales 9997, 45019 Guadalajara, Jalisco
Oxxo	Grocery Store	17069	20.703606	-103.469012	Carretera a Nogales, Zapopan, Jalisco
Comunicacion Impresa de Guadalajara	Publisher	11143	20.70357	-103.468676	Camino Arenero 350A, 45019 Guadalajara, Jalisco
Proveedora de Materiales Peña	Stadium	10051	20.713346	-103.476155	Carretera a Nogales 9999, 45019 Zapopan, Jalisco
Hyundai Flosol	Car Dealership	17006	20.714393	-103.472353	44100 Zapopan, Jalisco
Carnes Finas las Lomas	Butcher	17059	20.725233	-103.471551	45019 Zapopan, Jalisco
Farmacias Benavides	Drugstore	17035	20.725443	-103.471466	45019 Zapopan, Jalisco
Paper Town	Office Supply Store	17102	20.725504	-103.47139	Zapopan, Jalisco
Oxxo	Grocery Store	17069	20.728268	-103.47088	Zapopan, Jalisco
Oxxo	Grocery Store	17069	20.734688	-103.470964	Zapopan, Jalisco
Tiendita de Efra	Convenience Store	17029	20.734976	-103.474352	
Tianguis Fuente Brillante	Flea Market	17054	20.773163	-103.47236	Las Torres (entre Fuente Brillante y Fuente Jade), Zapopan, Jalisco
Tianguis Villa Fontana Diamante	Flea Market	17054	20.779884	-103.47163	Fuente Diamante (entre Fuente Brillante y Laguna Agua Zarca), Zapopan, Jalisco
Abarrotes los Manzanos	Candy Store	17060	20.783843	-103.477291	Jalisco
Grupo Proyekta	Advertising Agency	11001	20.78473	-103.47143	Casa Blanca 65, 157, 45200 Zapopan, Jalisco
La Roca	Motorcycle Dealership	17012	20.778804	-103.467065	
Super el Real	Grocery Store	17069	20.785213	-103.476896	45200 Tesistán, Jalisco
Promotora Musical	Video Store	17137	20.7867	-103.4745	Rafael Sanzio 150, 45020 Zapopan, Jalisco
Twobox	Convenience Store	17029	20.7883	-103.471791	Jalisco
2 Box	Convenience Store	17029	20.788402	-103.471787	Jalisco
Cold Iders de R l	Arts and Crafts Store	17003	20.790371	-103.475068	Crr a Tesistan 8837, 45200 Guadalajara, Jalisco
Cintas y Especialidades Impresas	Print Store	17112	20.791602	-103.474302	Avenida Juan Gil Preciado 9200-2, 45200 Zapopan, Jalisco
Farmacia gudalajara valle de tesistan	Drugstore	17035	20.79183	-103.474231	Jalisco
Industrias Vermar	Automotive Repair Shop	11010	20.78674	-103.469869	Juan Gil Preciado 4795, 45100 Zapopan, Jalisco
Ágora	Playground	16037	20.790408	-103.469714	Jalisco
Frutas y Verduras Tesistán	Farmers Market	17065	20.790255	-103.469132	Avenida San Mateo (Fray Fernando), Jalisco
Cremería Tapatía	Miscellaneous Store	17096	20.789094	-103.468564	Avenida San Mateo, 45200 , Jalisco
En la Tiendita de Don Gudy	Convenience Store	17029	20.791031	-103.469185	Jalisco
Ayotlan	Boutique	17020	20.789905	-103.468713	Jalisco
Pollo Fresco Recién Matado	Miscellaneous Store	17096	20.789572	-103.4682	San Mateo 713, 45200 Tesistán, Jalisco
Holie B Swimwear	Women's Store	17052	20.793931	-103.47292	Calle Lázaro Cárdenas 28 (Esquina Hidalgo), 45100 Zapopan, Jalisco
Salon de belleza ADE	Arts and Crafts Store	17003	20.791351	-103.468582	Jalisco
Papeleria Holy Zone	Gift Store	17089	20.791168	-103.46829	Jalisco
Panaderia la Nueva	Food and Beverage Retail	17057	20.791508	-103.468431	Jalisco
Contreras Mendoza Alejandra	Furniture and Home Store	17082	20.794672	-103.474274	Prl Libertad 500, 44008 Guadalajara, Jalisco
Tienda AVA	Convenience Store	17029	20.79247	-103.468784	Ah San Mateo 964, 45200 , Jalisco
Dulceria Teddy	Grocery Store	17069	20.792358	-103.468276	San Mateo 928, 45200 Zapopan, Jalisco
Papeleria Carmeli	Miscellaneous Store	17096	20.793406	-103.46908	Jalisco
CEI Etiquetas	Food and Beverage Retail	17057	20.790942	-103.47581	Avenida Juan Gil Preciado 9200-2, 45200 Zapopan, Jalisco
Semillas y Agroproductos Monsanto	Garden Center	17101	20.793894	-103.475838	Crr a Tesistan 6, 44008 Guadalajara, Jalisco
Farmacias Guadalajara	Drugstore	17035	20.800844	-103.470031	Jalisco
Tortillería Flores	Miscellaneous Store	17096	20.799127	-103.47046	San Mateo 1626, 45200 Zapopan, Jalisco
Carnicería de Bari	Butcher	17059	20.800976	-103.47049	Avenida San Mateo 1780A (Puente Chico), 45200 Tesistán, Jalisco
Carnicería de Bari	Butcher	17059	20.80097	-103.470474	Avenida San Mateo 1780A (Puente Chico), 45200 Tesistán, Jalisco
Av. lazaro cardenas #470	Miscellaneous Store	17096	20.794215	-103.469973	Avenida Lázaro Cardenas (Av. San Mateo #470), 45200 Zapopan, Jalisco
Oxxo	Grocery Store	17069	20.801079	-103.47021	Calle Puente Chico 250 (Av. san Mateo), 45200 Tesistán, Jalisco
Carnicería San Mateo	Butcher	17059	20.796479	-103.468573	Avenida San Mateo 1292B, Tesistan, Jalisco
D'Fratello	Furniture and Home Store	17082	20.796729	-103.468404	Ah San Mateo, Jalisco
Farmacia Globasfarma	Drugstore	17035	20.796255	-103.468344	Avenida San Mateo (Junto Al Oxxo), Tesistán, Jalisco
Cheletón	Miscellaneous Store	17096	20.795867	-103.468318	Avenida San Mateo 1243 (Parques de Tesistán), 45200 Tesistán, Jalisco
Icono el Cheleton	Liquor Store	17076	20.795867	-103.468318	Zapopan, Jalisco
Polleria el Prmo	Butcher	17059	20.795813	-103.46842	Avenida San Mateo Parques de Tesistan (San mateo 1225), 45120 Tesistán, Jalisco
Gracia Bolsos	Boutique	17020	20.79488	-103.46861	Jalisco
Tienda los Cocos	Miscellaneous Store	17096	20.800846	-103.468344	Calle Puente Chico (calle rio blanco), 42100 Tesistán, Jalisco
Oxxo	Grocery Store	17069	20.793407	-103.46838	Jalisco
Pet's & Care	Pet Supplies Store	17110	20.793441	-103.468233	Jalisco
Program Design Technologies	Miscellaneous Store	17096	20.80194	-103.470571	Avenida San Mateo 2027, 45200 Zapopan, Jalisco
Euro	Theater	10043	20.595983	-103.464554	Paseo del Agua 288, 45640 Guadalajara, Jalisco
Plaza Panorámica Bugambilias	Shopping Mall	17114	20.611326	-103.461094	Boulevard Bugambílias 4460 (Del Lince), 45237 Zapopan, Jalisco
Farmacias Guadalajara	Drugstore	17035	20.611534	-103.461073	Plaza Panoramica (Ciudad Bugambilias), Zapopan, Jalisco
Ciudad Bugambilias	Retail	17000	20.609996	-103.467962	Circuito del Lince Sur 3000, 45050 Zapopan, Jalisco
Original-video.com	Video Store	17137	20.611487	-103.466065	Jalisco
Zimmerhaus	Furniture and Home Store	17082	20.611507	-103.461594	Plaza Panoramica Bugambilias Boulevard Bugambilias 4460, 45178 Zapopan, Jalisco
Bailon Nunez Jose Luis	Car Parts and Accessories	17011	20.612987	-103.463844	Remanso de la Pantera 259, 45238 Zapopan, Jalisco
Farmacias Guadalajara	Drugstore	17035	20.615385	-103.465224	Jalisco
Techos Prefabricados	Construction Supplies Store	17028	20.61854	-103.459344	Matamoros 1820, 45230 Guadalajara, Jalisco
Carrisales Corona Gabriel	Electronics Store	17025	20.619736	-103.460625	Cll Mariano Matamoros 120, 44450 Guadalajara, Jalisco
Farmacias Guadalajara	Drugstore	17035	20.62738	-103.467301	Avenida Guardia Nal 60 (Av. Bronce), 45066 , Jalisco
Oxxo	Grocery Store	17069	20.6276	-103.467652	Zapopan, Jalisco
Farmacias Guadalajara	Drugstore	17035	20.627172	-103.461211	Avenida Mariano Otero 2658 (Av. Guadalupe), 45230 Zapopan, Jalisco
Cyber & Papeleria Paty	Electronics Store	17025	20.625775	-103.465727	Zapopan, Jalisco
Prichos	Flea Market	17054	20.625641	-103.465518	Zapopan, Jalisco
Shenek	Arts and Crafts Store	17003	20.626577	-103.465673	Zapopan, Jalisco
Bodega Aurrera	Department Store	17033	20.625543	-103.465712	Prolongación Mariano Otero, 45066 Zapopan, Jalisco
Farmacias de Similares	Drugstore	17035	20.626807	-103.465791	45066 Zapopan, Jalisco
Carniceria San Nicolas	Butcher	17059	20.626889	-103.465877	45066 Zapopan, Jalisco
Oxxo	Grocery Store	17069	20.628198	-103.460723	Zapopan, Jalisco
Ferretería y Tlapalería Gil	Hardware Store	17090	20.624612	-103.465979	45230 Zapopan, Jalisco
Manualidades Crealy	Gift Store	17089	20.624482	-103.466012	Zapopan, Jalisco
Circle K	Convenience Store	17029	20.62698	-103.466164	Zapopan, Jalisco
Carnes Supremas la Paz	Butcher	17059	20.625208	-103.46433	Prolongación Mariano Otero 2831 (Prolongación Guardia Nacional), 45066 Zapopan, Jalisco
Cinema Club	Video Store	17137	20.627371	-103.467228	Zapopan, Jalisco
Oxxo	Grocery Store	17069	20.62562	-103.464658	Prolongación Mariano Otero (Av. Guardia Nacional), Zapopan, Jalisco
La Bahia	Fish Market	17066	20.627342	-103.467553	45066 Zapopan, Jalisco
Ferreteria Plus	Hardware Store	17090	20.627422	-103.467507	45066 Zapopan, Jalisco
Carniceria New York	Butcher	17059	20.627589	-103.467583	45066 Zapopan, Jalisco
Fábrica de Recuerdos	Souvenir Store	17116	20.628171	-103.46524	Calle Bugambilia 311 25 (Bambú), 45066 Zapopan, Jalisco
Naughty Cat E.Juice	Tobacco Store	17134	20.628105	-103.46533	Zapopan, Jalisco
